fuente,feria,categoria,peso_rango,fecha,precio_kg_clp,precio_cabeza_clp,moneda,url_fuente,created_at
odepa,los_angeles,vaquilla,350-450,2024-10-28,2522.00,1008800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624407-04
odepa,osorno,novillo_gordo,450-550,2024-10-28,2637.00,1318500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622737-04
odepa,osorno,ternero,150-250,2024-10-28,2996.00,599200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624829-04
odepa,osorno,toro,600-800,2024-10-28,2018.00,1412600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.625459-04
odepa,osorno,vaca_gorda,450-600,2024-10-28,2215.00,1162875.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.623542-04
odepa,osorno,vaquilla,350-450,2024-10-28,2356.00,942400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624146-04
odepa,puerto_montt,novillo_gordo,450-550,2024-10-28,2581.00,1290500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.623145-04
odepa,puerto_montt,ternero,150-250,2024-10-28,2942.00,588400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.6252-04
odepa,puerto_montt,toro,600-800,2024-10-28,2014.00,1409800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.625834-04
odepa,puerto_montt,vaca_gorda,450-600,2024-10-28,2166.00,1137150.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.623899-04
odepa,puerto_montt,vaquilla,350-450,2024-10-28,2387.00,954800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624534-04
odepa,talca,novillo_gordo,450-550,2024-10-28,2870.00,1435000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.62327-04
odepa,talca,ternero,150-250,2024-10-28,3103.00,620600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.625326-04
odepa,talca,toro,600-800,2024-10-28,2175.00,1522500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.625971-04
odepa,talca,vaca_gorda,450-600,2024-10-28,2359.00,1238475.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624021-04
odepa,talca,vaquilla,350-450,2024-10-28,2644.00,1057600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624678-04
odepa,temuco,novillo_gordo,450-550,2024-10-28,2712.00,1356000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622868-04
odepa,temuco,ternero,150-250,2024-10-28,2939.00,587800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624957-04
odepa,temuco,toro,600-800,2024-10-28,2085.00,1459500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.625592-04
odepa,temuco,vaca_gorda,450-600,2024-10-28,2193.00,1151325.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.62366-04
odepa,temuco,vaquilla,350-450,2024-10-28,2496.00,998400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.624271-04
odepa,los_angeles,novillo_gordo,450-550,2024-10-21,2816.00,1408000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.619477-04
odepa,los_angeles,ternero,150-250,2024-10-21,3011.00,602200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.621633-04
odepa,los_angeles,toro,600-800,2024-10-21,2136.00,1495200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622345-04
odepa,los_angeles,vaca_gorda,450-600,2024-10-21,2252.00,1182300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620352-04
odepa,los_angeles,vaquilla,350-450,2024-10-21,2566.00,1026400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620968-04
odepa,osorno,novillo_gordo,450-550,2024-10-21,2690.00,1345000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.619232-04
odepa,osorno,ternero,150-250,2024-10-21,2859.00,571800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.621367-04
odepa,osorno,toro,600-800,2024-10-21,2100.00,1470000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622078-04
odepa,osorno,vaca_gorda,450-600,2024-10-21,2197.00,1153425.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620086-04
odepa,osorno,vaquilla,350-450,2024-10-21,2363.00,945200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.62072-04
odepa,puerto_montt,novillo_gordo,450-550,2024-10-21,2631.00,1315500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.619831-04
odepa,puerto_montt,ternero,150-250,2024-10-21,2880.00,576000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.621784-04
odepa,puerto_montt,toro,600-800,2024-10-21,2073.00,1451100.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622475-04
odepa,puerto_montt,vaca_gorda,450-600,2024-10-21,2148.00,1127700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620477-04
odepa,puerto_montt,vaquilla,350-450,2024-10-21,2368.00,947200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.62111-04
odepa,talca,novillo_gordo,450-550,2024-10-21,2782.00,1391000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.619964-04
odepa,talca,ternero,150-250,2024-10-21,3029.00,605800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.621933-04
odepa,talca,toro,600-800,2024-10-21,2223.00,1556100.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622612-04
odepa,talca,vaca_gorda,450-600,2024-10-21,2375.00,1246875.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620597-04
odepa,talca,vaquilla,350-450,2024-10-21,2634.00,1053600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.621237-04
odepa,temuco,novillo_gordo,450-550,2024-10-21,2802.00,1401000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.619356-04
odepa,temuco,ternero,150-250,2024-10-21,3003.00,600600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.621505-04
odepa,temuco,toro,600-800,2024-10-21,2075.00,1452500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.622221-04
odepa,temuco,vaca_gorda,450-600,2024-10-21,2241.00,1176525.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620209-04
odepa,temuco,vaquilla,350-450,2024-10-21,2467.00,986800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.620844-04
odepa,los_angeles,novillo_gordo,450-550,2024-10-14,2759.00,1379500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.616167-04
odepa,los_angeles,ternero,150-250,2024-10-14,2968.00,593600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618204-04
odepa,los_angeles,toro,600-800,2024-10-14,2183.00,1528100.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618842-04
odepa,los_angeles,vaca_gorda,450-600,2024-10-14,2299.00,1206975.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.616841-04
odepa,los_angeles,vaquilla,350-450,2024-10-14,2442.00,976800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.617525-04
odepa,osorno,novillo_gordo,450-550,2024-10-14,2630.00,1315000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.615764-04
odepa,osorno,ternero,150-250,2024-10-14,2935.00,587000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.617932-04
odepa,osorno,toro,600-800,2024-10-14,2094.00,1465800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618577-04
odepa,osorno,vaca_gorda,450-600,2024-10-14,2214.00,1162350.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.61656-04
odepa,osorno,vaquilla,350-450,2024-10-14,2340.00,936000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.617245-04
odepa,puerto_montt,novillo_gordo,450-550,2024-10-14,2618.00,1309000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.616292-04
odepa,puerto_montt,ternero,150-250,2024-10-14,2956.00,591200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618327-04
odepa,puerto_montt,toro,600-800,2024-10-14,2042.00,1429400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618982-04
odepa,puerto_montt,vaca_gorda,450-600,2024-10-14,2105.00,1105125.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.61698-04
odepa,puerto_montt,vaquilla,350-450,2024-10-14,2441.00,976400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.617663-04
odepa,talca,novillo_gordo,450-550,2024-10-14,2786.00,1393000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.616428-04
odepa,talca,ternero,150-250,2024-10-14,3138.00,627600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618448-04
odepa,talca,toro,600-800,2024-10-14,2275.00,1592500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.619115-04
odepa,talca,vaca_gorda,450-600,2024-10-14,2343.00,1230075.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.617109-04
odepa,talca,vaquilla,350-450,2024-10-14,2552.00,1020800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.617798-04
odepa,temuco,novillo_gordo,450-550,2024-10-14,2716.00,1358000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.616043-04
odepa,temuco,ternero,150-250,2024-10-14,3003.00,600600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618071-04
odepa,temuco,toro,600-800,2024-10-14,2077.00,1453900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.618716-04
odepa,temuco,vaca_gorda,450-600,2024-10-14,2183.00,1146075.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.616691-04
odepa,temuco,vaquilla,350-450,2024-10-14,2465.00,986000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.61739-04
odepa,los_angeles,novillo_gordo,450-550,2024-10-07,2795.00,1397500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612657-04
odepa,los_angeles,ternero,150-250,2024-10-07,3004.00,600800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.614668-04
odepa,los_angeles,toro,600-800,2024-10-07,2181.00,1526700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.615362-04
odepa,los_angeles,vaca_gorda,450-600,2024-10-07,2258.00,1185450.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613303-04
odepa,los_angeles,vaquilla,350-450,2024-10-07,2420.00,968000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613976-04
odepa,osorno,novillo_gordo,450-550,2024-10-07,2611.00,1305500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612391-04
odepa,osorno,ternero,150-250,2024-10-07,2858.00,571600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.614383-04
odepa,osorno,toro,600-800,2024-10-07,2111.00,1477700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.615092-04
odepa,osorno,vaca_gorda,450-600,2024-10-07,2145.00,1126125.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613044-04
odepa,osorno,vaquilla,350-450,2024-10-07,2389.00,955600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613703-04
odepa,puerto_montt,novillo_gordo,450-550,2024-10-07,2634.00,1317000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612785-04
odepa,puerto_montt,ternero,150-250,2024-10-07,2828.00,565600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.614809-04
odepa,puerto_montt,toro,600-800,2024-10-07,2082.00,1457400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.615499-04
odepa,puerto_montt,vaca_gorda,450-600,2024-10-07,2142.00,1124550.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613433-04
odepa,puerto_montt,vaquilla,350-450,2024-10-07,2313.00,925200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.614102-04
odepa,talca,novillo_gordo,450-550,2024-10-07,2772.00,1386000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612911-04
odepa,talca,ternero,150-250,2024-10-07,3028.00,605600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.614964-04
odepa,talca,toro,600-800,2024-10-07,2164.00,1514800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.615631-04
odepa,talca,vaca_gorda,450-600,2024-10-07,2320.00,1218000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613568-04
odepa,talca,vaquilla,350-450,2024-10-07,2529.00,1011600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.614234-04
odepa,temuco,novillo_gordo,450-550,2024-10-07,2679.00,1339500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612526-04
odepa,temuco,ternero,150-250,2024-10-07,2934.00,586800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.61453-04
odepa,temuco,toro,600-800,2024-10-07,2076.00,1453200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.615228-04
odepa,temuco,vaca_gorda,450-600,2024-10-07,2195.00,1152375.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613175-04
odepa,temuco,vaquilla,350-450,2024-10-07,2461.00,984400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.613839-04
odepa,los_angeles,novillo_gordo,450-550,2024-09-30,2755.00,1377500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.609122-04
odepa,los_angeles,ternero,150-250,2024-09-30,3035.00,607000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611172-04
odepa,los_angeles,toro,600-800,2024-09-30,2114.00,1479800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611829-04
odepa,los_angeles,vaca_gorda,450-600,2024-09-30,2298.00,1206450.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.6098-04
odepa,los_angeles,vaquilla,350-450,2024-09-30,2519.00,1007600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610497-04
odepa,osorno,novillo_gordo,450-550,2024-09-30,2739.00,1369500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.608648-04
odepa,osorno,ternero,150-250,2024-09-30,2949.00,589800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610896-04
odepa,osorno,toro,600-800,2024-09-30,2049.00,1434300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611571-04
odepa,osorno,vaca_gorda,450-600,2024-09-30,2138.00,1122450.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.609524-04
odepa,osorno,vaquilla,350-450,2024-09-30,2463.00,985200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610222-04
odepa,puerto_montt,novillo_gordo,450-550,2024-09-30,2691.00,1345500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.609253-04
odepa,puerto_montt,ternero,150-250,2024-09-30,2948.00,589600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611306-04
odepa,puerto_montt,toro,600-800,2024-09-30,2078.00,1454600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612125-04
odepa,puerto_montt,vaca_gorda,450-600,2024-09-30,2153.00,1130325.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.609938-04
odepa,puerto_montt,vaquilla,350-450,2024-09-30,2361.00,944400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610629-04
odepa,talca,novillo_gordo,450-550,2024-09-30,2821.00,1410500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.609389-04
odepa,talca,ternero,150-250,2024-09-30,3078.00,615600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611437-04
odepa,talca,toro,600-800,2024-09-30,2177.00,1523900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.612257-04
odepa,talca,vaca_gorda,450-600,2024-09-30,2328.00,1222200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610088-04
odepa,talca,vaquilla,350-450,2024-09-30,2596.00,1038400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610764-04
odepa,temuco,novillo_gordo,450-550,2024-09-30,2734.00,1367000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.608767-04
odepa,temuco,ternero,150-250,2024-09-30,2907.00,581400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611032-04
odepa,temuco,toro,600-800,2024-09-30,2094.00,1465800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.611702-04
odepa,temuco,vaca_gorda,450-600,2024-09-30,2265.00,1189125.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.609667-04
odepa,temuco,vaquilla,350-450,2024-09-30,2436.00,974400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.610358-04
odepa,los_angeles,novillo_gordo,450-550,2024-09-23,2828.00,1414000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605556-04
odepa,los_angeles,ternero,150-250,2024-09-23,3043.00,608600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607643-04
odepa,los_angeles,toro,600-800,2024-09-23,2224.00,1556800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60827-04
odepa,los_angeles,vaca_gorda,450-600,2024-09-23,2261.00,1187025.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60637-04
odepa,los_angeles,vaquilla,350-450,2024-09-23,2481.00,992400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607003-04
odepa,osorno,novillo_gordo,450-550,2024-09-23,2696.00,1348000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605269-04
odepa,osorno,ternero,150-250,2024-09-23,2989.00,597800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60738-04
odepa,osorno,toro,600-800,2024-09-23,2122.00,1485400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.608031-04
odepa,osorno,vaca_gorda,450-600,2024-09-23,2101.00,1103025.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60596-04
odepa,osorno,vaquilla,350-450,2024-09-23,2367.00,946800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.606747-04
odepa,puerto_montt,novillo_gordo,450-550,2024-09-23,2566.00,1283000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605687-04
odepa,puerto_montt,ternero,150-250,2024-09-23,2909.00,581800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607767-04
odepa,puerto_montt,toro,600-800,2024-09-23,2032.00,1422400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.608391-04
odepa,puerto_montt,vaca_gorda,450-600,2024-09-23,2197.00,1153425.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.606498-04
odepa,puerto_montt,vaquilla,350-450,2024-09-23,2326.00,930400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607138-04
odepa,talca,novillo_gordo,450-550,2024-09-23,2886.00,1443000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605821-04
odepa,talca,ternero,150-250,2024-09-23,3151.00,630200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607903-04
odepa,talca,toro,600-800,2024-09-23,2194.00,1535800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60851-04
odepa,talca,vaca_gorda,450-600,2024-09-23,2320.00,1218000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60663-04
odepa,talca,vaquilla,350-450,2024-09-23,2580.00,1032000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607259-04
odepa,temuco,novillo_gordo,450-550,2024-09-23,2724.00,1362000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605413-04
odepa,temuco,ternero,150-250,2024-09-23,2922.00,584400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.607504-04
odepa,temuco,toro,600-800,2024-09-23,2143.00,1500100.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.608149-04
odepa,temuco,vaca_gorda,450-600,2024-09-23,2220.00,1165500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.606099-04
odepa,temuco,vaquilla,350-450,2024-09-23,2489.00,995600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.606882-04
odepa,los_angeles,novillo_gordo,450-550,2024-09-16,2765.00,1382500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.601944-04
odepa,los_angeles,ternero,150-250,2024-09-16,3071.00,614200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.604164-04
odepa,los_angeles,toro,600-800,2024-09-16,2141.00,1498700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.604872-04
odepa,los_angeles,vaca_gorda,450-600,2024-09-16,2249.00,1180725.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.602625-04
odepa,los_angeles,vaquilla,350-450,2024-09-16,2533.00,1013200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.603451-04
odepa,osorno,novillo_gordo,450-550,2024-09-16,2692.00,1346000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.601684-04
odepa,osorno,ternero,150-250,2024-09-16,2826.00,565200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.603888-04
odepa,osorno,toro,600-800,2024-09-16,2134.00,1493800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.604573-04
odepa,osorno,vaca_gorda,450-600,2024-09-16,2126.00,1116150.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.602355-04
odepa,osorno,vaquilla,350-450,2024-09-16,2356.00,942400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60303-04
odepa,puerto_montt,novillo_gordo,450-550,2024-09-16,2639.00,1319500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.602086-04
odepa,puerto_montt,ternero,150-250,2024-09-16,2918.00,583600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.604297-04
odepa,puerto_montt,toro,600-800,2024-09-16,2043.00,1430100.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605004-04
odepa,puerto_montt,vaca_gorda,450-600,2024-09-16,2134.00,1120350.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60276-04
odepa,puerto_montt,vaquilla,350-450,2024-09-16,2387.00,954800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.603609-04
odepa,talca,novillo_gordo,450-550,2024-09-16,2783.00,1391500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.602221-04
odepa,talca,ternero,150-250,2024-09-16,3051.00,610200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.60444-04
odepa,talca,toro,600-800,2024-09-16,2236.00,1565200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.605138-04
odepa,talca,vaca_gorda,450-600,2024-09-16,2314.00,1214850.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.602897-04
odepa,talca,vaquilla,350-450,2024-09-16,2519.00,1007600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.603741-04
odepa,temuco,novillo_gordo,450-550,2024-09-16,2800.00,1400000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.601816-04
odepa,temuco,ternero,150-250,2024-09-16,2969.00,593800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.604018-04
odepa,temuco,toro,600-800,2024-09-16,2132.00,1492400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.604709-04
